Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents,Publication Year
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2020
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
13,"risk, measure, performance, result, strategy, return, index, portfolio, factor, fund",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2020
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2020
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2020
9,"country, international, trade, european, integration, power, case, relation, rights_reserve, pattern",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2020
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2020
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2020
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2020
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2020
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2020
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2020
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2020
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2020
14,"system, energy, technology, design, environmental, project, management, sustainable, area, environment",,,2020
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2020
8,"model, estimate, show, result, test, dynamic, function, apply, variable, empirical",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
3,"paper, relationship, finding, consumer, study, company, purpose, base, approach, report",,,2020
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2020
15,"firm, effect, find, level, large, small, evidence, size, result, export",,,2020
12,"service, year, health, child, care, study, programme, control, early, life",,,2020
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2020
16,"change, income, irish, tax, paper, household, demand, rate, consumption, increase",,,2020
12,"service, year, health, child, care, study, programme, control, early, life",,,2020
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2020
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2020
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2020
12,"service, year, health, child, care, study, programme, control, early, life",,,2020
18,"article, issue, argue, work, theory, social, human, people, debate, view",,,2020
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2020
10,"high, education, employment, labour, find, increase, wage, work, low, worker",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
5,"business, practice, research, process, chapter, management, knowledge, approach, development, focus",,,2020
1,"financial, economic, economy, crisis, growth, global, period, bank, credit, external",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
19,"policy, government, state, public, development, irish, local, political, interest, reform",,,2020
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2020
17,"cost, show, structure, result, good, rule, reduce, case, optimal, study",,,2020
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2020
7,"social, study, research, explore, influence, experience, group, behaviour, network, individual",,,2020
2,"market, price, stock, return, volatility, evidence, period, shock, rate, future",,,2020
4,"sector, investment, industry, role, foreign, impact, capital, domestic, productivity, important",,,2020
